REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Восточно-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СОЛОВЬЕВСКИЕ НИВЫ И К""""""",5142546.91,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""КазАгрос-No-till""",5139658,2022
Карагандинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"КАР-АГРО""""""",5132378.9399999995,2020
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"САЛМАР-АГРО-С""""""",5104552.9,2020
Костанайская область,Other,"Крестьянское хозяйство ""Жанахай""",5071428,2022
Павлодарская область,Other,КХ Нурас,5068632,2022
Костанайская область,Other,К/Х ТУГЕЛЬБАЕВ САГЫНТАЙ ШАЙЗОДАЕВИЧ,5060965.43,2020
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""Элит Жер""",5058009,2022
Восточно-Казахстанская область,Other,"КХ ""Саша""",5051341.390000001,2020
Северо-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"КОНСТАНТИНОВКА-2004"""".""",5048200,2020
Костанайская область,Other,КХ ГРИБАК,5045763.329999999,2020
Восточно-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СРЕДИГОРНЕНСКИЙ""""""",5032898.38,2020
Восточно-Казахстанская область,AlemAgro,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"УШАНОВА-АСТАНА""""""",5032777,2020
Костанайская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ПОЛОВНИКОВСКОЕ""""""",5028669.5,2020
Северо-Казахстанская область,Other,"КХ ""ЕрлДин""",5021095.029999999,2020
Акмолинская область,Other,"простое товарищество ""Мерей""",5019600,2022
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Акмола-Феникс Плюс""",5015708,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТАЖИЕВ""""""",5015559.95,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АРДАҚ И М""""""",5000117.57,2020
Северо-Казахстанская область,AlemAgro,"К/Х  "" ASA""",4987968,2022
Костанайская область,Other,КХ Хамитов,4981948.8100000005,2021
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Брушкевич В.Б.""",4975060.5,2020
Северо-Казахстанская область,Other,"""ФХ """"КЕРЕЙ"""" ГИРШ В.А.""",4970908.79,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Жаксы-нур-2""",4962825,2022
Костанайская область,Other,"Крестьянское хозяйство ""Бидай-Агро""",4952978.279999999,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ЕрмекАгроСевер""",4952190,2022
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Явленское МТС""",4939206,2022
Костанайская область,Other,ИП Стригина Ю.Б.,4931597,2022
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"БАЗЭ-СЕВЕР""""""",4925778.62,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """" ПАРМЕН АГРО""""""",4923959.1,2020
